Time,Event
700.4581087343594,1.0
702.8354837922876,1.0
704.9292421766385,1.0
707.0605380619039,2.0
709.462938120442,1.0
711.9028756798947,1.0
714.3845215736969,1.0
716.7410424644504,2.0
718.8348008488013,1.0
720.8993633991073,1.0
723.2517134564258,1.0
725.4247176760409,1.0
727.8938510695383,1.0
729.9959511207591,2.0
732.0521720041952,1.0
734.5087928973877,1.0
736.5816971145638,1.0
739.0383180077563,2.0
741.2029805605015,1.0
743.6304056196493,1.0
745.8618015073539,2.0
747.91802239079,1.0
750.0076099417059,1.0
752.0971974926218,1.0
754.5079392180297,1.0
756.9520476109174,1.0
759.0750018293129,1.0
761.3939852191517,1.0
763.8839727798239,2.0
766.2571770043172,1.0
768.4468645576721,2.0
770.7408229469012,1.0
773.0389521695652,1.0
775.5539647308472,1.0
777.6810897826776,1.0
780.1585648430449,1.0
782.2606648942657,2.0
784.3043732773971,1.0
786.4064733286178,1.0
788.5502817141881,1.0
790.9568526061612,1.0
793.4593526671382,1.0
795.6824068879729,2.0
798.1014902802508,2.0
800.2327861655162,1.0
802.6852362252738,1.0
805.0292446157224,1.0
807.4566696748701,2.0
809.9424864021074,1.0
812.3573989609503,1.0
814.7764823532282,1.0
817.2205907461158,2.0
819.5312324690847,1.0
821.6208200200006,1.0
823.6645284031318,1.0
826.0710992951048,1.0
828.4151076855534,1.0
830.7716285763067,1.0
833.0071952974463,1.0
835.1593453498866,1.0
837.5367204078149,1.0
839.6263079587308,1.0
841.88689968048,2.0
844.3768872411523,2.0
846.6082831288568,1.0
848.768774848167,2.0
851.2295665747945,1.0
853.2691041244908,1.0
855.6756750164639,2.0
858.0739042415669,1.0
860.2177126271373,2.0
862.323983511793,1.0
864.3718627283592,1.0
866.586575282324,1.0
868.8096295031586,1.0
870.8575087197249,1.0
873.2223712773482,1.0
875.6122588355814,1.0
878.048025561599,1.0
880.1125881119052,2.0
882.1771506622113,1.0
884.6754798897534,1.0
887.1487841166858,1.0
889.5595258420938,1.0
891.7867508963634,1.0
894.0556842849826,2.0
896.2286885045977,1.0
898.5518427278714,1.0
900.9584136198445,1.0
902.9979511695408,1.0
905.3252762262495,1.0
907.6484304495232,2.0
910.0591721749312,1.0
912.4365472328593,1.0
914.6304056196493,1.0
916.7033098368253,1.0
918.9930973926193,1.0
921.2328349471939,1.0
923.5267933364229,1.0
926.0292933974,1.0
928.1981267835802,1.0
930.4211810044147,2.0
932.5691602234201,1.0
934.979901948828,1.0
937.3614478401912,1.0
939.8305812336887,1.0
941.9410229517794,1.0
944.3767896777971,1.0
946.6582355667211,1.0
948.9146564550355,1.0
951.3420815141833,1.0
953.6151857362375,1.0
955.959194126686,1.0
958.2072733481305,1.0
960.2718358984366,1.0
962.3322276153077,1.0
964.6804068391913,2.0
966.9034610600258,1.0
969.0639527793361,1.0
971.2452986658211,2.0
973.6977487255787,1.0
975.74145710871,1.0
978.0812946657236,1.0
980.429473889607,1.0
982.7985072806654,2.0
984.9631698334106,2.0
987.3947657259934,2.0
989.4301324422547,1.0
991.8533866679676,2.0
994.0347325544526,1.0
996.2536159418522,1.0
998.7227493353497,1.0
1000.8582160540501,1.0
1003.0437327739701,1.0
1005.4169369984634,1.0
1007.4606453815946,1.0
1009.6211371009049,1.0
1011.9943413253982,2.0
1014.0630747091393,1.0
1016.5447206029415,1.0
1018.5842581526379,1.0
1020.7739457059929,1.0
1022.8718749237787,1.0
